engine,returncode,peak_rss_bytes,peak_rss_human,samples,build_seconds,directed,iterations,load_seconds,n_edges,n_nodes,pagerank_seconds,registry_items,score_count,total_seconds
icebug,0,2343784448,2.18 GiB,305,26.417524099349976,False,1,4.165176153182983,69362378,3997962,0.27596068382263184,2,3997962,30.85866093635559
