engine,returncode,peak_rss_bytes,peak_rss_human,samples,build_seconds,directed,iterations,load_seconds,n_edges,n_nodes,pagerank_seconds,registry_items,score_count,total_seconds
icebug,0,3565064192,3.32 GiB,287,26.79330325126648,False,1,1.8790888786315918,69362378,3997962,0.2545182704925537,2,3997962,28.926910400390625
