engine,returncode,peak_rss_bytes,peak_rss_human,samples,build_seconds,directed,edge_path,n_edges,n_nodes,pagerank_seconds,prepare_seconds,score_count,total_seconds,vertex_path
graphframes,0,12870094848,11.99 GiB,463,4.972158193588257,False,/tmp/livejournal-graphframes-zpdr2dqk/edges.parquet,69362378,3997962,38.26660180091858,12.153156995773315,3997962,55.39191699028015,/tmp/livejournal-graphframes-zpdr2dqk/vertices.parquet
