engine,returncode,peak_rss_bytes,peak_rss_human,samples,build_seconds,directed,iterations,load_seconds,n_edges,n_nodes,pagerank_seconds,registry_items,score_count,total_seconds
icebug,0,3564240896,3.32 GiB,287,26.85285210609436,False,1,1.8668341636657715,69362378,3997962,0.23331069946289062,2,3997962,28.952996969223022
